site_info_id,ID,profile,X_coord,Y_coord,land_cover_id,climate_id,geology_id,topo_feature_id,sampling_date,districts_id,district
995,2137,177_46,16.57478523254,-12.56752300262,,,,,,,Bie
997,2445,177_57,14.61019897461,-13.50859737396,,,,,,,Benguela
1000,403,177_60,14.91963672638,-7.29054307938,,,,,,,Uige e Zaire
1001,1712,177_61,16.50477027893,-11.48668193817,,,,,,,Bie
1004,715,177_65,18.1158618927,-8.92885303497,,,,,,,Lunda Norte
1005,3443,177_66,20.42138842132,-15.01103353662,,,,,,,
1009,2057,178_46,16.94251441956,-12.35879135132,,,,,,,Bie
1010,2452,178_57,14.62338352203,-13.5295085907,,,,,,,Benguela
1014,3472,178_66,20.27701210733,-15.79933616564,,,,,,,
1015,272,178C_60,13.46573925018,-6.78829097748,,,,,,,Uige e Zaire
1018,2010,179_46,17.02990341187,-12.24527645111,,,,,,,Bie
1024,1754,179_61,16.4119758606,-11.58775424957,,,,,,,Bie
1025,2140,179_62,17.48252296448,-12.58060264587,,,,,,,Bie
1027,3221,179_66,19.94147984889,-14.94132815264,,,,,,,
1030,2681,18_55,13.41034984589,-14.93404102325,,,,,,,Huila
1032,276,18_60,15.88705158234,-6.81508398056,,,,,,,Uige e Zaire
1034,3189,18_66,18.62313278535,-14.99291013662,,,,,,,
1035,2013,180_46,17.02953910828,-12.26098251343,,,,,,,Bie
1040,1772,180_61,16.46533584595,-11.63209438324,,,,,,,Bie
1043,3222,180_66,19.85882040066,-15.00315473181,,,,,,,
1047,2009,181_46,17.05187034607,-12.24334335327,,,,,,,Bie
1052,2482,181_64,18.71056938171,-13.63337516785,,,,,,,Moxico
1053,790,181_65,18.07140350342,-9.1345911026,,,,,,,Lunda Norte
1054,3473,181_66,20.22968213112,-15.77785869744,,,,,,,
1055,1111,181_68,14.68819904327,-9.69290828705,,,,,,,Cuanza Norte
1056,1867,181_70,15.13821411133,-11.87903881073,,,,,,,Cuanza Sul
1059,2012,182_46,17.04846572876,-12.2594909668,,,,,,,Bie
1060,1762,182_56,15.96822738647,-11.60505199432,,,,,,,Huambo
1061,2455,182_57,14.64122676849,-13.53475761414,,,,,,,Benguela
1064,1885,182_61,16.61207771301,-11.92295455933,,,,,,,Bie
1067,810,182_65,18.093126297,-9.16679191589,,,,,,,Lunda Norte
1068,3476,182_66,20.10678328532,-15.77109727227,,,,,,,
1069,1095,182_68,14.65556430817,-9.67342376709,,,,,,,Cuanza Norte
1073,2135,182C_64,20.76442146301,-12.55562591553,,,,,,,Moxico
1074,1999,183_46,17.03875160217,-12.22038650513,,,,,,,Bie
1078,1863,183_61,16.64940643311,-11.87336158752,,,,,,,Bie
1080,838,183_65,18.14142227173,-9.19846153259,,,,,,,Lunda Norte
1081,3257,183_66,19.96468211144,-15.77167349564,,,,,,,
1084,2025,184_46,17.00973701477,-12.2830247879,,,,,,,Bie
1085,2759,184_54,13.69427680969,-15.18077373505,,,,,,,Huila
1091,1846,184_61,16.60083007813,-11.80968379974,,,,,,,Bie
1094,3260,184_66,19.86735594031,-15.79099014029,,,,,,,
1097,2039,185_46,16.96446990967,-12.3323802948,,,,,,,Bie
1102,872,185_65,18.24289321899,-9.25854206085,,,,,,,Lunda Norte
1103,3508,185_66,20.46220133214,-15.88065355119,,,,,,,
1105,2185,185C_64,20.52379989624,-12.67503929138,,,,,,,Moxico
1106,2016,186_46,16.93936157227,-12.26521492004,,,,,,,Bie
1111,3509,186_66,20.53750832557,-15.87389523127,,,,,,,
1112,261,186C_60,13.61156272888,-6.71899414063,,,,,,,Uige e Zaire
1114,2335,186C_64,20.72406959534,-13.13678455353,,,,,,,Moxico
1115,1994,187_46,16.81656837463,-12.21004199982,,,,,,,Bie
1118,449,187_60,14.62645626068,-7.4957909584,,,,,,,Uige e Zaire
